lang,text,nco_2015
ta,"அலுவலகங்கள், ஹோட்டல்கள் மற்றும் பிற நிறுவனங்களில் உதவியாளர்கள் மற்றும் துப்புரவாளர்கள்,",9112.9900
hi,"फिटर, जनरल",7233.0100
ta,"லைன் கம்யூனிகேஷன் பொறியாளர், தொலைத்தொடர்பு பொறியாளர்/தொலைத்தொடர்பு பொறியாளர்/தொழில்நுட்ப வல்லுநர்",2153.0400
ta,விற்பனையாளர் மேம்பாட்டு நிர்வாகி,3323.0301
en,"Blender, Tobacco",7516.0300
hi,एल. ई. डी. प्रकाश डिजाइन वैलिडेशन इंजीनियर,2151.0404
en,"Technologist, Plastics",2145.1400
ta,நான்கு கட்டர்,7523.0700
hi,"लूपर, धातु ड्राइंग",8121.5200
en,Sculptor,2651.0100
en,Air Crew Member,5111.0600
ta,நீரிழப்பு டெண்டர் (கேனிங் மற்றும் பாதுகாப்பு),8160.3200
ta,வார்ப் பின்னல்/பின்னல் இயந்திர ஆபரேட்டர்-வார்ப் பின்னல்,8152.1100
hi,नलसाज की बिक्री के बाद सेवा,3322.5002
ta,தொழில்நுட்ப ஆதரவு நிர்வாகி-குரல் அல்லாதவர்,4222.0101
ta,மையவிலக்கு வார்ப்பு இயந்திர இயக்குபவர்,3135.3100
en,Regional Manager – Customer Care,3322.1102
en,"Clerical Support Workers, Other",4419.9900
en,Module Soldering Operator,8212.2301
en,Assistant Hair Stylist,5141.0201
en,Casting Line In-Charge,3122.4401
en,Script Editor,2641.0302
ta,விளையாட்டு மசூதி நிபுணர்,2264.0401
en,Test Engineer – IT Services,2519.0302
en,"Splitter, Machine/Splitting Machine Operator",8156.1700
ta,"சுரங்கத் தொழிலாளி, உலோகம்",8111.0600
ta,மழைப்பொழிவு,8112.0500
ta,கொதிகலன் மேற்பார்வையாளர்,3122.1600
ta,சுழற்சி மாஸ்டர்,2141.1400
en,Book Mender,7323.0300
hi,"लोहार, हथौड़ा बनाने वाले और जाली प्रेस कार्यकर्ता, अन्य",7221.9900
hi,ब्रॉडबैंड तकनीशियन,3114.0804
hi,"जीवविज्ञानी, वनस्पति विज्ञानी, प्राणी विज्ञानी और संबंधित पेशेवर, अन्य",2131.9900
ta,"ஃபைபர் தயாரிப்பு, சுழற்சி மற்றும் முறுக்கு இயந்திர இயக்கிகள், பிற",8151.9900
ta,மீன் உணவு தயாரிப்பாளர்,6224.1100
ta,பதப்படுத்தும் மனிதர் (உணவு கேனிங் மற்றும் பாதுகாப்பு),8160.2700
hi,"ऑयल क्रशर ऑपरेटर, पावर",8160.1200
hi,"क्रशर ऑपरेटर, केमिकल",8131.0100
hi,ताला बनाने वाला,7222.0700
en,Domestic Data Entry Operator,4132.0402
en,Chiropodist,2264.0300
hi,नर्स,6113.0200
ta,கண்காணிப்பாளர் (அருங்காட்சியகம்),2621.0200
en,Home Guard,5414.0200
hi,"मुकदम, नमक उत्पादन",9329.0200
ta,"குழந்தைகள் பராமரிப்புத் தொழிலாளர்கள், பிறர்",5311.9900
en,Vocational Rehabilitation Counsellor,2635.1000
ta,ஸ்லாட்டர்,7223.1100
hi,"बेकर्स, पेस्ट्री कुक और कन्फेक्शनरी मेकर, अन्य",7512.9900
ta,சணல் தொழில்நுட்ப வல்லுநர்,2141.1200
hi,माउन्टर/माउंटेन मशीन ऑपरेटर/सी. एन. सी. माउंटेन मशीन ऑपरेटर,7321.1000
ta,மாற்றுத்திறனாளிகளுக்கான ஆசிரியர் (மனநிலை),2352.0300
ta,கேடி,9621.0300
en,Armed Security Guard,5414.0151
en,Carbonation Storage Tank Attendant,8160.5000
ta,கைத்தறி பழுதுபார்க்கும் பொறியாளர் (நிலை II),7422.0203
hi,"तंबाकू तैयार करने वाले और तंबाकू उत्पाद निर्माता, अन्य",7516.9900
ta,தனியார் செயலாளர்,4120.0100
en,Fibre Technologist,2141.1300
hi,"पुनर्स्थापना, कागज और प्रिंट",2621.0600
en,Stockman,3240.0200
en,Helper – Bottom Making (Footwear),8156.2601
hi,ऑटो स्प्रे पेंटर/पेंटर,7132.0202
en,Producer Gas Plant Operator,8131.5800
ta,"ரோலர்மேன், (உணவு தானியங்கள்)",8160.0900
ta,"அடுக்கு, உலோகம்",7313.2300
en,"Supervisor and Foreman, Aircraft Repairing",3122.5400
ta,மின் பொருத்துதல்,7412.0200
ta,கவிஞர்.,2641.0500
hi,इलेक्ट्रॉनिक उप-विधानसभा तकनीशियन,8212.2601
ta,"நிதி மற்றும் காப்பீட்டு சேவை கிளை மேலாளர்கள், பிற",1346.9900
en,"Driver, Railway Engine (Steam)",8311.0200
en,Juice Measuring Man,8160.4500
ta,மாஸ்டர் ஆட்டோ சர்வீஸ் டெக்னீஷியன்/ஆட்டோ சர்வீஸ் டெக்னீஷியன்,3115.0601
ta,கட்டிடக் கலைஞர்,2161.0100
hi,"विश्वविद्यालय और महाविद्यालय के शिक्षक, ललित कला/प्रोफेसर/सहायक प्रोफेसर, ललित कला",2310.1200
en,Hairdresser (Ladies),5141.0100
hi,"कार्यकारी अधिकारी, राज्य सरकार",1112.0500
en,Pickler (Can & Preservation),7514.1000
ta,நிதி ஆய்வாளர்,2412.0200
en,"Skiver, Hand (Footwear)",7536.0600
en,"Hairdressers, Other",5141.9900
en,Body Shop In-Charge,3115.0104
ta,"பூமி நகரும் மற்றும் தொடர்புடைய தாவர இயக்கிகள், பிற",8342.9900
hi,मनोचिकित्सक,2211.0500
ta,"கிரேன் ஆபரேட்டர், ஹைட்ராலிக்",8343.0400
en,Poultry Scientist,2132.0800
hi,"भौतिक विज्ञानी, परमाणु",2111.0800
en,Safety Engineer,2141.2500
hi,"धातु विज्ञानी, निष्कर्षक",2146.0500
ta,"ஹோட்டல் மேலாளர்கள், பிறர்",1411.9900
ta,ஒயின் வெய்டர்,5131.0500
en,"Roller, Merchant Mill/Mill Operator",3135.1700
en,Withering Loft Attendant (Tea),8160.5800
en,"Optical Examiner, Ampoules",8131.7600
en,"Accounting and Bookkeeping Clerks, Others",4311.9900
hi,सूटकेस निर्माता,7536.2300
en,Slip Maker (Ceramics),8181.2700
en,Planer,7223.0900
en,Stress Analyst/Computer-Aided Test Executive,2152.0301
ta,"கட்டுமான மேலாளர்கள், பிற",1323.9900
en,Genealogist,2632.1000
hi,"पर्यवेक्षक और फोरमैन, हार्नेस और सैडल मेकिंग",3122.3200
hi,मैकेनिकल इंजीनियरिंग तकनीशियन/पर्यवेक्षक आर एंड डी परीक्षण,3115.0101
ta,"இரண்டாவது அதிகாரி, கப்பல்",3152.0300
en,"Metal Moulders and Core Makers, Other",7211.9900
en,"Supervisor and Foreman, Tobacco Preparation, Cigar and Cigarette Making",3122.3800
hi,"टूल सेटर, दबाएँ",7223.0200
ta,மாடல்,2166.0202
en,Rag Machineman (Woollen Textile),8151.0300
hi,"रसायनज्ञ, जल शोधन/जल उपचार",3116.0600
hi,कालीन मरम्मतकर्ता,7318.6200
ta,"கட்டிடக் கலைஞர், கடற்படை",2144.1100
hi,फ़ेरियर,7221.0600
hi,समय-रक्षक,4110.0500
en,Mixed Animal Producers,6129.0200
ta,"ரேடியோ கைவினைஞன், நிறுவல்",7422.1600
ta,டேப்லெட் இயந்திர ஆபரேட்டர்,8131.7000
ta,"டிரைவர், சைக்கிள் ரிக்ஷா",9331.0100
hi,बिल और लेखा कलेक्टर,4311.0700
hi,"रसायनज्ञ, अन्य",2113.9900
hi,सोल्डर मास्किंग और लीजेंड प्रिंटिंग ऑपरेटर,8212.2504
hi,"प्रबंधक, विज्ञापन और प्रचार",1222.0100
hi,कार्बोनेशन मैन,8160.4900
hi,आपातकालीन चिकित्सा तकनीशियन-उन्नत,2240.0502
ta,"நிர்வாக அதிகாரி, மாநில அரசு",1112.0400
ta,"இயற்பியலாளர், இயந்திரவியலாளர்",2111.0200
hi,"सेटर, स्वचालित मशीन",7223.0400
ta,"உயிரியலாளர், பொது",2131.0100
hi,"टेपर, रबर",6112.0300
ta,"மெக்கானிக் துல்லியக் கருவி, ஜெனரல்",7311.0100
ta,ஃபிட்டர்-ஃபேப்ரிகேஷன்,7224.0102
hi,रेशम स्क्रीन प्रिंटर,7322.1200
hi,शंख संचालक (चीनी और मिठाई),7512.0900
ta,"தூதர்கள், பொதி வழங்குபவர்கள் மற்றும் சாமான்கள் சுமந்து செல்லும் நபர்கள், பிற",9621.9900
